review_id,product_name,review_posted_date,review_header,review_comment_count,review_text,review_rating,review_author 
1217,,06 Mar 2018,One Star,,Stopped working after a month.,1.0 ,
1218,,05 Mar 2018,Five Stars,,We love it,5.0 ,
1219,,05 Mar 2018,Five Stars,,Very easy to use and does not break the cork!,5.0 ,
1220,,05 Mar 2018,It works great.,,This was a replacement for one we had for many years. It works great.,5.0 ,
1221,,05 Mar 2018,Five Stars,,Works great and stays charged.,5.0 ,
1222,,05 Mar 2018,Works great.,,Wife loves it. Works great.,5.0 ,
1223,,05 Mar 2018,Two Stars,,After the first use it broke,2.0 ,
1224,,04 Mar 2018,Five Stars,,Great gift item. TT,5.0 ,
1225,,04 Mar 2018,Item doesn’t work. Have had many Oster items. ...,,Item doesn’t work. Have had many Oster items. Got back from Honduras and apparently missed the return window. Won’t open a bottle.,1.0 ,
1226,,04 Mar 2018,"Works great, slight learning curve",,"Got this for my mom who loves wine, but arthritis in her hands makes using a normal corkscrew difficult. She really likes it and uses it all the time! It took her several tries to get the hang of using it, but now she's all set. She also really likes the foil cutter that came with it. 5 stars for product awesomeness, minus one for learning curve. Might buy one for myself now, too.",4.0 ,
1227,,04 Mar 2018,just easy wine drinking,,useit every time we have wine and it made our lives much easier... stays charged and have had no problems at a.. just easy wine drinking :),5.0 ,
1228,,04 Mar 2018,Great product,,This is our second wine-opener. The first one simply died (battery) and you can't replace the battery (or I couldn't find a source). These things are great.,5.0 ,
1229,,03 Mar 2018,Five Stars,,Excellent wine cork remover !,5.0 ,
1230,,03 Mar 2018,Five Stars,,Nice did not use it yet,5.0 ,
1231,,02 Mar 2018,Would not power up,,Did not work at all.,1.0 ,
1232,,02 Mar 2018,There are better ones,,"did not last very long. Had another one like it and it lasted for years, this one lasted about a month.",2.0 ,
1233,,02 Mar 2018,Five Stars,,"Bought this for my sister, who is a wine lover as am I. Would definitely recommend",5.0 ,
1234,,02 Mar 2018,Convenient!,,"Took me an embarrassing amount of time to get the hang of this thing but once I did, I love it!!! We've had it almost a year and haven't had to charge it yet despite our above average wine consumption.",5.0 ,
1235,,02 Mar 2018,Five Stars,,This has been great.,5.0 ,
1236,,02 Mar 2018,Five Stars,,Works great,5.0 ,
1237,,02 Mar 2018,Five Stars,,So easy to use. Love the foil cutter being handy and stored to be ready to use.,5.0 ,
1238,,01 Mar 2018,It came scratched and scuffed up. I didnt use ...,,"It came scratched and scuffed up. I didnt use it so I can't comment on that. Because of the damage, I will be returning",3.0 ,
1239,,01 Mar 2018,Great for Wine Time,,"Had another for years and when it broke we had to immediately order another. Works great, lasts a long time, holds a charge for long amounts of time. Great value for the price.",5.0 ,
1240,,01 Mar 2018,One Star,,This broke three months after I bought it. Cork screw broke right in bottle,1.0 ,
1241,,01 Mar 2018,you can not replace batteries. they last about 5 years. this is my second opener.,,if you drink wine this is a no brainer.,5.0 ,
1242,,23 Apr 2018,Five Stars,,Good to have.,5.0 ,
1243,,23 Apr 2018,Five Stars,,"very easy to install, but not in an older house doorway",5.0 ,
1244,,22 Apr 2018,Five Stars,,i use it all the time. #worth,5.0 ,
1245,,21 Apr 2018,"Great bar, great price",,"Super easy to put together. Tested it inmediately no issues. Grips were good, firm bar. This is the second wall bar ive order in my life (not the same company). This one is just as good, price was good, and no issues.",5.0 ,
1246,,21 Apr 2018,Good stuff.,,Does the job.,4.0 ,
1247,,21 Apr 2018,Five Stars,,Great!,5.0 ,
1248,,20 Apr 2018,Good over the door frame bar .,,The bar is quick to assemble and fits over standard interior doors with a trim . I like letting gravity stretch my back / discs & vertebra out after doing too much lifting .,5.0 ,
1249,,19 Apr 2018,If you don't pay close enough attention ( just as ...,,"If you don't pay close enough attention ( just as I did) and you do a small honest mistake such as putting the wrong screw into the wrong hole... IT NEVER COMES OUT. I tried every which way to fix such a small error, but it cannot be reversed. I do not recommend",1.0 ,
1250,,19 Apr 2018,Peasant Version,,Only fits a narrow door frame. My mansion only has wide door frames.,1.0 ,
1251,,19 Apr 2018,Easy and convenient,,Easy and convenient ! It helps when don’t have time to go to the gym ! Glad I bought it !,5.0 ,
1252,,19 Apr 2018,Five Stars,,Awesome!,5.0 ,
1253,,18 Apr 2018,I haven’t died,,"I’ve been scared of these things breaking and falling down etc. but I went on the reviews and I must say for the price, I like it! Yeah the quality is a bit naff and it doesn’t sit perfectly together, but it hasn’t fallen down and really helps with my training.",5.0 ,
1254,,17 Apr 2018,Works!,,Works great holds my weight and I am around 240 so I am happy about that,5.0 ,
1255,,17 Apr 2018,Works well but it’s a two piece bar and I’m ...,,Works well but it’s a two piece bar and I’m 220lbs so it feels flimsy but no marks on my door just can’t get to aggressive with it,4.0 ,
1256,,17 Apr 2018,Great Product. Handles multiple concerns I had!!!,,This is a great product. The price is amazing as well. The instructions make putting it together a breeze. I workout a lot and this was something I have always wanted. Now it is a invaluable need in my workouts.,5.0 ,
1257,,16 Apr 2018,I purchased this to use for pull ups and chin ...,,I purchased this to use for pull ups and chin ups. It does not work in any of my doorways. I do have an older house built in the 1920s.,1.0 ,
1258,,16 Apr 2018,Super dangerous!,,This just broke while my 10 year old was using it. Super dangerous!!,1.0 ,
1259,,16 Apr 2018,Four Stars,,Aight.,4.0 ,
1260,,16 Apr 2018,Easy to put together,,"Easy to put together, however did not fit any of my doorways. I kept it to do push ups but I really wanted it for pull-ups.",3.0 ,
1261,,16 Apr 2018,Using for indoor swing,,"It didn't fit the doorway I intended it for, but that way my own fault. It fits a standard door frame. I'm about 250lbs and it holds me just fine. I bout it to use for an indoor swing for my kids. It works great for that! One drawback is my husband (6'8"") hits his head if he tires to walk under it.",4.0 ,
1262,,15 Apr 2018,Product came with screws that were not long enough for ...,,Product came with screws that were not long enough for assembly. Found other reviews with the same complaint... They sent me a lemon.,1.0 ,
1263,,14 Apr 2018,Five Stars,,Holding up great. Son still loves it and uses it often,5.0 ,
1264,,14 Apr 2018,Five Stars,,My son is happy with this workout bar. We have it in a stair bedroom doorframe.,5.0 ,
1265,,14 Apr 2018,Five Stars,,Instructions are a bit unorganized but still very easy to install. It works like a charm.,5.0 ,
1266,,14 Apr 2018,Five Stars,,My bf loves it,5.0 ,
1267,,14 Apr 2018,Excellent,,Easy to assemble. It even has foam to protect doorway.,5.0 ,
1268,,12 Apr 2018,Doesn't fit all doors. I didn't expect that I ...,,Doesn't fit all doors. I didn't expect that I would use it for push-ups as much as I do either.,4.0 ,
1269,,12 Apr 2018,easy to fix,,"I like, and my kids like it too.",5.0 ,
1270,,11 Apr 2018,Five Stars,,"Easy to assemble, secure, love the booklet it came with. I use this every day!",5.0 ,
1271,,11 Apr 2018,Five Stars,,As described sadly doesn't work on my doorway.,5.0 ,
1272,,11 Apr 2018,Five Stars,,Love it. Super easy to assemble and use. Use it everyday.,5.0 ,
1273,,11 Apr 2018,Five Stars,,"This product is the most useful and solid item on Amazon, I would highly suggest this to anyone.",5.0 ,
1274,,10 Apr 2018,Five Stars,,Very robust construction and very easy to install.,5.0 ,
1275,,10 Apr 2018,Broken bolts and nobody answers phone,,Put it all together get to the last screw and it’s damaged and unusable. Call the number in packaging and it rings to voicemail without any comments. No idea if legit number or not. No call back yet. Have no choice but to take it back apart and return. Too bad. Simple remedy would be to send me a new screw.,1.0 ,
1276,,10 Apr 2018,Strong and easy to setup,,Setup was very easy and it feels strong. I am a 180lbs guy and it feels very sturdy. I think this will last me for a very long time.,5.0 ,
1277,,09 Apr 2018,One Star,,Came with wrong parts twice !!! And nothing was don’t to fix it,1.0 ,
1278,,08 Apr 2018,Works great and I use it almost every day,,Works great and I use it almost every day. Like one person said I would not use it if over 250lbs,5.0 ,
1279,,08 Apr 2018,Five Stars,,Make certain you check door width. Older homes this cannot be hung on the door.,5.0 ,
1280,,08 Apr 2018,Five Stars,,Worth it!!,5.0 ,
1281,,06 Apr 2018,Five Stars,,Good Product!,5.0 ,
1282,,06 Apr 2018,Five Stars,,Pretty good for the price,5.0 ,
1283,,05 Apr 2018,Missing parts,,"Package only received 2 screws for assembly, but the manual states that it requires 2. Been trying to contact the seller.",1.0 ,
1284,,05 Apr 2018,Chin Up,,"One of my resolutions for this year is to be able to do consecutive chin ups. This bar is going to get me there. I’ll update in January 2019. In the meantime, this piece of fitness equipment is easy to build, install, and use making regular practice an attainable goal. It’s also a great price. Word of advice: Make sure the top frame of your door (also called casing, lentil or header) is not more than 3.5” tall or this unit will not fit. If you have decorative molding or a cornice on top of the frame (see pic), it will not fit no matter the size (the molding will prevent a strong purchase between the wall and the bar.) Our vintage home has these types of moldings throughout except in the renovated third floor space with 2.5” door frames with doors. With or without the metal clip, you can remove the bar to close the door as well as to use the unit for floor exercises like pushups. We bought a folding step stool so that our tween son can reach the bar without jumping up. That kind of motion will definitely dislodge the unit leading to injury. The bar is listed for up to 300 pounds. Our individual weights are half of that, but I do not allow the boys to use this without an adult spotter. If you use this bar with care and caution - especially when used by kids - this pull-up bar may be a good addition to your in-home gym.",5.0 ,
1285,,05 Apr 2018,Five Stars,,It is wonderful. Very good to use.,5.0 ,
1286,,04 Apr 2018,It's easy to assemble and didn't damage the door frame,,It works as described. It's easy to assemble and didn't damage the door frame.,5.0 ,
1287,,04 Apr 2018,Five Stars,,My back was hurting (((( this is good things for my recovery!!!,5.0 ,
1288,,04 Apr 2018,It works.,,"It does everything as described. The only one drawback is that for larger door frames, this product will not work. If it were adjustable to fit larger doorframes this would be better. There is only one door frame in our house where this will work.",4.0 ,
1289,,03 Apr 2018,Five Stars,,Grandson is wearing it out.,5.0 ,
1290,,03 Apr 2018,Four Stars,,Simple and effective instructions as well as stable and durable when finished properly,4.0 ,
1291,,02 Apr 2018,... use and now I have a broken product not good at all,,It broke after one use and now I have a broken product not good at all,1.0 ,
1292,,02 Apr 2018,I tried taking out one of the screws because i ...,,I tried taking out one of the screws because i used to wrong one and now the whole thing is broken,1.0 ,
1293,,02 Apr 2018,Five Stars,,Wish I would have bought one sooner.,5.0 ,
1295,,01 Apr 2018,Five Stars,,Working as intended.,5.0 ,
1296,,31 Mar 2018,Five Stars,,"Excellent, no problems encountered!",5.0 ,
1297,,31 Mar 2018,Simple and awesome!,,"I am a big man, 250 lbs big. When I decided to improve my physical fitness I wanted to include pull ups into the mix. This bar was extremely easy to set up has born the weight and is still in great shape. Good job iron gym!",5.0 ,
1298,,31 Mar 2018,Hard to use wide grip,,"Better than a cheaper one I had, but I wouldn't call it near premium at all. It's solid. The wide grip is hard to grab because of the door frame though.",5.0 ,
1299,,30 Mar 2018,Five Stars,,Works good so far,5.0 ,
1300,,30 Mar 2018,sturdy,,strong and multi purpose,5.0 ,
1301,,29 Mar 2018,Five Stars,,~ Love love love ~ Thank you ~ mgf,5.0 ,
1302,,29 Mar 2018,I love this! Fits in my doorway and seems very ...,,I love this! Fits in my doorway and seems very sturdy. I am 115 pounds and was nervous at first but I love being able to practice pull-ups from the comfort of my home!,5.0 ,
1303,,29 Mar 2018,Very sturdy.. Been using it for about 2 weeks ...,,Very sturdy.. Been using it for about 2 weeks now. I will update and let you know how it holds up in the months to come.,5.0 ,
1304,,27 Mar 2018,Four Stars,,As expected but directions are awful.,4.0 ,
1305,,27 Mar 2018,Convenient and Effective Exercise Bar,,"I bought one of these for one of my sons. They all loved it so when he moved out I had to buy another. Good quality product, easy to put up and keeps my boys fit (they love to challenge each other).",5.0 ,
1306,,26 Mar 2018,Three Stars,,Good product but it’s damages your doorway,3.0 ,
1307,,26 Mar 2018,Good reminder to do a pull up each time you ...,,Holds up on older smaller door frames. Good reminder to do a pull up each time you enter/exit the room,5.0 ,
1308,,26 Mar 2018,I was not expecting something so sturdy for $15,,"I was not expecting something so sturdy for $15, it was super easy to set up and hang up with no tools required. Removal is easy as well. It holds me and my husband who is 240lbs.",5.0 ,
1309,,25 Mar 2018,The bolts need to be better labeled so you know which to use where,,The bolts need to be better labeled so you know which to use where. Does the job well once assembled.,4.0 ,
1310,,25 Mar 2018,"Great, inexpensive workout tool.",,Bought for my boys. Second one we’ve had. The first one lasted at least five years. Fits perfectly in the door.,5.0 ,
1311,,25 Mar 2018,Couldn't recommend this less,,"Seemed like a great concept, pull-up that doesn't secure to the wall that you can remove and use in different ways. I used it few a few days and everything was working great until just now after a few sets when it fell from the door and I came down crashing onto my knees. I will be returning this ASAP.",1.0 ,
1312,,25 Mar 2018,"It doesn't replace a gym, but is great for core workouts.",,"Arrived in a compact box. Very easy to assemble, even if you can't follow instructions to save your life. Very sturdy construction. The different hand grips make for a great way to work on your core. Also is great for push-ups. It can also be positioned for sit ups. Cool product.",5.0 ,
1313,,24 Mar 2018,Five Stars,,"Works well, does what its supposed to do",5.0 ,
1314,,23 Mar 2018,Five Stars,,Great product if you actually use it.,5.0 ,
1315,,23 Mar 2018,My doors are 3” wider,,"This equipment was pretty strong useful, but I can’t practice yet! Why? Because my all doors are 2-3” wider than length of the Iron Gym. Question: - How to few inches extend it?",5.0 ,
1316,,22 Mar 2018,Four Stars,,works good,4.0 ,
1317,,22 Mar 2018,It's very sturdy and easily supports my 160lbs,,"Has left a little bit of black scuff mark on the inside of the frame where the support rests against the top of the door jam. This isn't a big deal for me. It's very sturdy and easily supports my 160lbs, I'm sure it would support more.",4.0 ,
1318,,21 Mar 2018,Four Stars,,good,4.0 ,
1319,,21 Mar 2018,Five Stars,,Seems sturdy and fulfills its purpose nicely.,5.0 ,
1320,,20 Mar 2018,the product worked great for a few month,,the product worked great for a few month. then started to bend at the bottom bar. it also stained the wall. so I had to put tape where it made contact. for the price its ok,3.0 ,
1321,,20 Mar 2018,Easy to put together,,"Does the job well! Easy to put together, lightweight, and can carry good amount of weight! Doesn’t leave marks on the wall either.",5.0 ,
1322,,20 Mar 2018,Five Stars,,It works and was easy to assemble.,5.0 ,
1323,,20 Mar 2018,One Star,,Didn’t come with parts to put it together,1.0 ,
1324,,19 Mar 2018,"Me very strong now, me love this, large biceps. Much lactic acid flow mmmmmm",,"Me get very strong using this. Many workouts happen with this. It stick on wall like fine wine, no holes, no drilling. Portable make bryce happy. Feels very sturdy in doorway, little confusing to set up, but me not very smart. Me workout in home now, no one to rush bryce off the machine now. Thank you iron gym.",5.0 ,
1325,,19 Mar 2018,Five Stars,,Great item,5.0 ,
1326,,19 Mar 2018,He said it's very easy to assemble,,"I ordered this for my husband. He had one before and kept mentioning that he wanted another one, so for $20 I ordered it right away. He said it's very easy to assemble, and just what he had before. No complaints from us!",5.0 ,
1327,,18 Mar 2018,Easy to put together and really easy to hang in doorway without damage,,This is great. Easy to put together and really easy to hang in doorway without damage. Bery sturdy.,5.0 ,
1328,,18 Mar 2018,I love it!,,Works perfectly. I'm able to get my pull-ups in everyday now. Using this for tricep dips works out perfectly too.,5.0 ,
1329,,18 Mar 2018,Not easy to assemble.,,"Putting this together is a pain the butt. I bought this around 3 weeks ago and just got around to putting it together, my boyfriend and I can't even disassemble the parts we tried to put together because they are made so cheaply. Not satisfied with this purchase.",1.0 ,
1330,,18 Mar 2018,Five Stars,,I’ve used it everyday since my purchase with no issues!,5.0 ,
1331,,17 Mar 2018,Love hanging it on in my door frame,,Solid. Love hanging it on in my door frame. Makes me do pull ups every time I walk through. Went from barely hitting 5 to doing 50+ a day.,5.0 ,
1332,,16 Mar 2018,"Years later,",,"Years later, it's still going strong",5.0 ,
1333,,16 Mar 2018,Five Stars,,Good stuff helped me prepare for 3 savage races,5.0 ,
1334,,14 Mar 2018,Five Stars,,"Very sturdy, works perfectly in my door frame. Been using it everyday and I'm doing better already!",5.0 ,
1335,,14 Mar 2018,Five Stars,,Easy up? Quality strong.,5.0 ,
1336,,13 Mar 2018,Four Stars,,Much sturdier than expected.,4.0 ,
1337,,12 Mar 2018,best bang for your buck,,It is simply four bolts and you’re good to go! Three quick sets from each set of grips and I am sold. I’m not a crossfitter so no kipping. Just nice slow full range of motion and this thing is solid so far. Will update in a few months.,5.0 ,
1338,,12 Mar 2018,Not bad. I have a suggestion,,"Not bad. I have a suggestion,before you buy this product you had batter measure your door width and deep. I have four door in my house ,but only have two door can fit this bar.",5.0 ,
1339,,12 Mar 2018,Five Stars,,love it!,5.0 ,
1340,,12 Mar 2018,so far so good but I haven't used it extensively,,so far so good but I haven't used it extensively. There's now a little horizontal play in the center joint but no vertical play yet which is more important.,3.0 ,
1341,,11 Mar 2018,Two Stars,,It does no fit in my doorway good for pushups,2.0 ,
1342,,11 Mar 2018,One Star,,Gave me the wrong sized screws...I was never able to assemble it.,1.0 ,
1343,,10 Mar 2018,Five Stars,,does pull ups for you,5.0 ,
1344,,10 Mar 2018,Great for couch potatoes!,,I don't have the sturdiest door frames but it still hangs well and is completely steady. I hang it up and use it every time I walk through the doorway. Day one I couldn't even do a full proper pull up and it's incredible how keeping at it helps you improve (as silly as that sounds). It's helped so much with my upper body strength but doesn't take time out of my way like a normal workout does.,5.0 ,
1345,,10 Mar 2018,Perfect,,"It's perfect for what it's meant to be used for. I don't have a doorway that I can leave open all the time, but this takes literally a second to put up and take down, as it just hangs on the door frame.",5.0 ,
1346,,09 Mar 2018,My daughter LOVES this thing!,,"I bought this for my daughter, 12, who has always loved to scale the walls but she was getting too tall to really enjoy it anymore. To satisfy her need to climb/hang, I got her this pull up bar, and I am really glad I did.... she LOVES this thing!! I put black socks over the ends that touch the wall since some people complained about it leaving marks on the walls. We have no marks and you can't even tell since the ends are black as well. I would buy this again and recommend to others.",5.0 ,
1347,,09 Mar 2018,Five Stars,,very well designed and built,5.0 ,
1348,,09 Mar 2018,Dangerous product do not use.,,Waist of money and time. Dangerous product do not use.,1.0 ,
1349,,09 Mar 2018,Shipping was fast. But The bar at the bottom ...,,Shipping was fast. But The bar at the bottom does not for together. I have tried calling a few times but have not gotten a response.,1.0 ,
1350,,09 Mar 2018,Four Stars,,great for the price,4.0 ,
1351,,08 Mar 2018,Five Stars,,Perfect for at home workouts!,5.0 ,
1352,,08 Mar 2018,good product,,good product,5.0 ,
1353,,07 Mar 2018,Easy to assemble and use,,Easy to assemble and use,5.0 ,
1354,,07 Mar 2018,Five Stars,,Great product. Simple to install and use.,5.0 ,
1355,,07 Mar 2018,Please handle more carefully,,Package was destroyed.,1.0 ,
1356,,05 Mar 2018,Five Stars,,as described. holds a lot of weight,5.0 ,
1357,,04 Mar 2018,Five Stars,,"Sturdy, easy to assemble, stays in place. Limited only by your doorframe, I'd imagine.",5.0 ,
1358,,04 Mar 2018,The Iron Gym is sturdy and put together well,,The Iron Gym is sturdy and put together well. The only problem is that the box had no frame clip to hold in place,4.0 ,
1359,,03 Mar 2018,Thing works,,"I weigh 200lb's, no damage to my door frame yet. The dips are a no go unless you rig something lower on the door.",5.0 ,
1360,,02 Mar 2018,Waste of money,,Missing 2 medium bolts so can’t put it together,1.0 ,
1361,,01 Mar 2018,Five Stars,,Does the Job,5.0 ,
1362,,01 Mar 2018,very sturdy. I weigh 160 and it does not even ...,,"Stays put, very sturdy. I weigh 160 and it does not even bend.",5.0 ,
1363,,01 Mar 2018,Three Stars,,need more overlap in center bar. It bends if the wall thickness is bigger.,3.0 ,
1364,,01 Mar 2018,and works great over a doorway,,My son loves this...and works great over a doorway.. No damage done to door casing.,5.0 ,
1365,,28 Feb 2018,Five Stars,,I bought it for my son. He loves it.,5.0 ,
1366,,28 Feb 2018,Awesome for arms and strength!!,,My son absolutely love this !! Excellent quality ! Definitely well-made and easy assembly .,5.0 ,
1367,,28 Feb 2018,Two Stars,,Impossible to install.,2.0 ,
1368,,28 Feb 2018,Works well.,,"Set up was easy. It seems secure, and it works well. I'm up to 14 reps of wide grip pull ups compared to the 6-7 I could do when I first got it about a month ago.",4.0 ,
1369,,27 Feb 2018,Otherwise happy with the product,,"The locations of the grips are not right for me. I either have to go really wide or really narrow, unless I use the neutral grip handles, which are just the right width for my shoulders. I'm a 5'5 woman. Otherwise happy with the product.",3.0 ,
1370,,27 Feb 2018,Gets the Job done!,,"It's pretty self explanitory. It does the job. Pull ups, chin ups, and push up support. Not much else you can really say about these kind of things. Easy assembly, and fair pricing",4.0 ,
1371,,27 Feb 2018,Five Stars,,As expected.,5.0 ,
1372,,26 Feb 2018,This has been great for my 3 teenage boys,,This has been great for my 3 teenage boys. It is mounted in the frame of our laundry room door. They use it all day long as they pass by the door. No issues at all. Super easy to put up.,5.0 ,
1373,,26 Feb 2018,Awesome,,Like it and enjoy using it.,4.0 ,
1374,,25 Feb 2018,"super light, super resistant",,"super light, super resistant, and extremely manageable for the level of performance it provides. I'm over 200 lbs and this item has no problem whatsoever taking my weight. i love it.",5.0 ,
1375,,25 Feb 2018,Four Stars,,"Works great, just wish the cushion could be adjusted because my grip is that as wide as men",4.0 ,
1376,,25 Feb 2018,Love this item,,Use it everyday. Love this item.,5.0 ,
1377,,24 Feb 2018,Five Stars,,very good quality. my wife likes it,5.0 ,
1378,,24 Feb 2018,Works great for the price,,Works great for the price! Definitely doesn’t seem as durable as some of the pricier ones but like anything you get what you pay for. Seems like it’ll last a good 3-4 years and I’m satisfied with that for only $30.,5.0 ,
1379,,23 Feb 2018,Came off bad ended up great,,"Worked way better than expected, when i first opened the package it came off flimsy and looked like it was going to brake, i was proved wrong , this product works great for my needs and had held together well",4.0 ,
1380,,23 Feb 2018,Does what its supposed to do,,Works great,5.0 ,
1381,,23 Feb 2018,Three Stars,,Foam padding is starting to rip,3.0 ,
1382,,22 Feb 2018,Cheap plastic bar failed during assembly.,,"Everything looked great...that is until the assembly began. First, note that I didn’t not use the cheap wrench that supplied. I consider myself a very hand person and I used the correct socket size. I placed the bolt through the bar and connected to the plastic bar the you place on the door. This is where it all goes downhill. Even though the bolts had a square notch that seats into the plastic bar, it is weak and will not hold the bolt when you begin to tighten it. So basically....it just keeps spinning and eventually rounds the plastic hole. Needles to say, I was pretty disappointed and I have ordered a different brand that will hopefully be more robust than this bar. Half a star for trying, but this is going back.",1.0 ,
1383,,22 Feb 2018,Very sturdy and easy to put together,,"Very sturdy and easy to put together. Because of the size and door fitting, it's hard to do wide pull ups but regular pull ups and lower leg raises makes it easy to use at home or wherever.",4.0 ,
1384,,22 Feb 2018,Amazing product -- assuming it fits your door. I just wish it was adjustable.,,"I have owned several of these and they're great. You just have to make sure it fits your door frame and surround area. Many bedroom and bathroom doorways are really too small for this, and the unit is not adjustable. I've found that doors along the size of exterior entryways are more suitable. Perhaps a side garage door, etc. That being said, if it fits your door, or is close enough (there's a bit of wiggle room using the outer hand grips as pads,) it's a very solid and usable unit. You will get many, many years of use, even if you use it all day long.",5.0 ,
1385,,22 Feb 2018,"Does not fit 8"" thick doors",,"I had an Iron Gym 10 years ago in a different home, used it all the time and loved it. I rate this one that I just purchased only one star because it doesn't fit the doors in my new home and the description doesn't address door thickness. The description states it ""is designed to fit residential doorways 24 to 32 inches wide, with doorway trim or molding up to 3.5 inches wide."" My door is 32 inches wide and my molding is 3.5 inches wide. It should also specify that it will not safely fit doorways greater than a certain thickness. Every doorway in my house, including the molding thickness, is 8 inches thick. At this thickness and with my molding width, the plastic bar barely squeezes onto the molding and hangs halfway off. To be fair if I put weight on the Iron Gym, the pressure pushes the bar further onto the frame however I just don't feel safe using it in this situation.",1.0 ,
1386,,21 Feb 2018,Five Stars,,My son loves it. I can already see upper body definition after only a couple of months.,5.0 ,
1387,,20 Feb 2018,Five Stars,,"Quick and easy set up, good materials.",5.0 ,
1388,,20 Feb 2018,"Terrific, innovative, excercise gadget! ...but plan on not closing the door anymore.",,"I love this handy, healthful contraption; requires no screws to affix to the door, and it seems very sturdy to hold a bodyweight. The only glitch is that you can no longer close the door at all, so plan on not being able to!",5.0 ,
1389,,19 Feb 2018,One Star,,Doesn't work if the wall and door frame is too thick.,1.0 ,
1390,,19 Feb 2018,"still sturdy, never had an issue",,"It's lasted me almost 5 years, still sturdy, never had an issue.",5.0 ,
1391,,19 Feb 2018,HUGE disappointment and not usable,,"Total waste of money. The wrong size bolts were sent so I can't even put it together. Instructions weren't very clear (where exactly do I use regular washers and where do I use the spring ones?) but it doesn't matter because the bolts aren't long enough to go through AND the holes in the bar are drilled in the wrong place--if you screw the 2 pieces together, the holes don't line up to attach it.",1.0 ,
1392,,19 Feb 2018,Four Stars,,Works good in the bathroom doorway to get a quick back workout when needed.,4.0 ,
1393,,19 Feb 2018,Awesome product,,"100% recommend to everyone out there. It arrived on time, came with all the parts, it was easy to set up and I'm liking the results from using it.",5.0 ,
1394,,18 Feb 2018,Easy to assemble and seems very sturdy!,,"I got this for my mom (so she can stretch in a way that's normally very difficult for her). It's easy to assemble and seems very sturdy, though I have never personally hung from it. She specifically mentioned some of the ones she has seen when she's out shopping didn't seems as good as this one. She likes it so I do, too! It was a great price. I am happy with this purchase!",5.0 ,
1395,,18 Feb 2018,One Star,,Total junk. Bolts are square and holes are round. Can't even assemble the thing.,1.0 ,
1396,,18 Feb 2018,"Sturdy, but left marks on doorway",,"I’ve purchased this same item twice, after giving one away during a previous move. Strong and sturdy. The only downside is it left some minor black marks from the foam on the trim in the doorway. Can be buffed out, but was an unexpected flaw in the product.",4.0 ,
1397,,17 Feb 2018,Love it,,Great pull up bar for the money; installed and its been solid since.,5.0 ,
1398,,17 Feb 2018,Solid pull up bar,,"Works great, price is amazing!",5.0 ,
1399,,16 Feb 2018,Five Stars,,"Great. Does it's job, easy assembly, no issues.",5.0 ,
1400,,16 Feb 2018,I received this item with no bolts (what do you ...,,I received this item with no bolts (what do you want to do with this?) the package looked as if it was torn apart and taped back together.,1.0 ,
1401,,16 Feb 2018,Good product!,,"I'm 5' 9' at 180lbs, it's very sturdy and I've had no issues doing pull-ups/chin-ups.",5.0 ,
1402,,15 Feb 2018,Solid,,it basically does the work out for you.,5.0 ,
1403,,14 Feb 2018,Be wary of narrow hallways and bulky doorframes,,"This does not work in older doorframes or narrow hallways. It was too wide to fit in the hallway for the door I panned to use it in, and not tall enough to reach around and over the board at the top of the door. Otherwise, once installed in a suitable door, it works well.",3.0 ,
1404,,14 Feb 2018,Worth getting,,"Pros: easy to assemble, sturdy, easy to use. I’m 200 lbs and 6’2 and I can use this comfortably. Cons: don’t over tighten screws, hand grips have organic chemical smell (after 2 weeks still there), not designed to swing from",4.0 ,
1405,,14 Feb 2018,What a waste of time,,"Frustrating!! Ordered this first time abd bolts dont fit in the hole thats on the bar to assemble: bolts are square and hole is round!! Exchanged for another one, same thing! What a waste of time",1.0 ,
1406,,13 Feb 2018,Five Stars,,"It is that I want, thanks!",5.0 ,
1407,,12 Feb 2018,Five Stars,,Product as described. No issues.,5.0 ,
1408,,12 Feb 2018,One Star,,The straight bar only comes in two pieces and does not lock securely,1.0 ,
1409,,11 Feb 2018,Sturdy. I got this for my daughter who is ...,,Works as advertised. Sturdy. I got this for my daughter who is 7. I would not trust my wall/door jam to support my weight while using this bar though.,5.0 ,
1410,,11 Feb 2018,One Star,,Item came with broken screws and is not sturdy. Major Safety Hazard. They don’t offer any way to get the screws. The only options I have is to pay for return shipping to get it replaced.,1.0 ,
1411,,11 Feb 2018,Four Stars,,"Love it, but the grips wore off pretty quickly",4.0 ,
1412,,11 Feb 2018,Measuring is key.,,"Unable to use, as it is too small for any of our doorways. Definitely measure your doorways before purchasing.",1.0 ,
1413,,10 Feb 2018,Easy to put together and works great,,"Easy to put together and works great. Put it in the main hallway, and my boys and I both use it all the time.",5.0 ,
1414,,09 Feb 2018,cant beat it,,works well. Im 230 and it supports my weight,5.0 ,
1415,,09 Feb 2018,Five Stars,,good,5.0 ,
1416,,09 Feb 2018,Four Stars,,"got a little loose after semi regular use, no abuse but was still functional.",4.0 ,
1417,,09 Feb 2018,My son wanted this for Christmas and he's just loving ...,,My son wanted this for Christmas and he's just loving it! He enjoys doing pull ups on it. Very secure.,5.0 ,
1418,,08 Feb 2018,good quality for price,,Great product.. can't beat it for the price,5.0 ,
